     7      38       -1            -1          -1          -1        -1          -1      -1              -1          -1
}
// Stack Owner  Min Units   Max Units    Power Min   Power Max
//  Owner   Kind    Min Number    Max Number  MoveType    Statistic Stat Value  Weapon  Weapon Value    Resource    Resource Value
{5   7   16  20  -1   -1
    55      79       -1            -1          -1          -1        -1          -1      -1              -1          -1
     7      43       -1            -1          -1          -1        -1          -1      -1              -1          -1
     7      42       -1            -1          -1          -1        -1          -1      -1              -1          -1
     7      41       -1            -1          -1          -1        -1          -1      -1              -1          -1
     7      40       -1            -1          -1          -1        -1          -1      -1              -1          -1
     7      39       -1            -1          -1          -1        -1          -1      -1              -1          -1
     7      38       -1            -1          -1          -1        -1          -1      -1              -1          -1
}
{6  7   16  20  -1   -1
    55      79       -1            -1          -1          -1        -1          -1      -1              -1          -1
     7      43       -1            -1          -1          -1        -1          -1      -1              -1          -1
     7      42       -1            -1          -1          -1        -1          -1      -1              -1          -1
     7      41       -1            -1          -1          -1        -1          -1      -1              -1          -1
     7      40       -1            -1          -1          -1        -1          -1      -1              -1          -1
     7      39       -1            -1          -1          -1        -1          -1      -1              -1          -1
     7      38       -1            -1          -1          -1        -1          -1      -1              -1          -1
}
{7   7   16  20  -1   -1
     55     79       -1            -1          -1          -1        -1          -1      -1              -1          -1
     7      43       -1            -1          -1          -1        -1          -1      -1              -1          -1
     7      42       -1            -1          -1          -1        -1          -1      -1              -1          -1
     7      41       -1            -1          -1          -1        -1          -1      -1              -1          -1
     7      40       -1            -1          -1          -1        -1          -1      -1              -1          -1
     7      39       -1            -1          -1          -1        -1          -1      -1              -1          -1
     7      38       -1            -1          -1          -1        -1          -1      -1              -1          -1
}
{8  7   16  20  -1   -1
    55      79       -1            -1          -1          -1        -1          -1      -1              -1          -1
     7      43       -1            -1          -1          -1        -1          -1      -1              -1          -1
     7      42       -1            -1          -1          -1        -1          -1      -1              -1          -1
     7      41       -1            -1          -1          -1        -1          -1      -1              -1          -1
     7      40       -1            -1          -1          -1        -1          -1      -1              -1          -1
     7      39       -1            -1          -1          -1        -1          -1      -1              -1          -1
     7      38       -1            -1          -1          -1        -1          -1      -1              -1          -1
}
// Stack Owner  Min Units   Max Units    Power Min   Power Max
//  Owner   Kind    Min Number    Max Number  MoveType    Statistic Stat Value  Weapon  Weapon Value    Resource    Resource Value
{9  7   16  20  -1   -1
    55      79       -1            -1          -1          -1        -1          -1      -1              -1          -1
     7      38       -1            -1          -1          -1        -1          -1      -1              -1          -1
     7      39       -1            -1          -1          -1        -1          -1      -1              -1          -1
     7      40       -1            -1          -1          -1        -1          -1      -1              -1          -1
     7      41       -1            -1          -1          -1        -1          -1      -1              -1          -1
     7      42       -1            -1          -1          -1        -1          -1      -1              -1          -1
     7      43       -1            -1          -1          -1        -1          -1      -1              -1          -1
}
{10  7   16  20  -1   -1
     55     79       -1            -1          -1          -1        -1          -1      -1              -1          -1
     7      38       -1            -1          -1          -1        -1          -1      -1              -1          -1
     7      39       -1            -1          -1          -1        -1          -1      -1              -1          -1
     7      40       -1            -1          -1          -1        -1          -1      -1              -1          -1
     7      41       -1            -1          -1          -1        -1          -1      -1              -1          -1
     7      42       -1            -1          -1          -1        -1          -1      -1              -1          -1
     7      43       -1            -1          -1          -1        -1          -1      -1              -1          -1
}
{11 7   16  20  -1   -1
    55      79       -1            -1          -1          -1        -1          -1      -1              -1          -1
     7      38       -1            -1          -1          -1        -1          -1      -1              -1          -1
     7      39       -1            -1          -1          -1        -1          -1      -1              -1          -1
     7      40       -1            -1          -1          -1        -1          -1      -1              -1          -1
     7      41       -1            -1          -1          -1        -1          -1      -1              -1          -1
     7      42       -1            -1          -1          -1        -1          -1      -1              -1          -1
     7      43       -1            -1          -1          -1        -1          -1      -1              -1          -1
}
{12   7   16  20  -1   -1
    55      79       -1            -1          -1          -1        -1          -1      -1              -1          -1
     7      38       -1            -1          -1          -1        -1          -1      -1              -1          -1
     7      39       -1            -1          -1          -1        -1          -1      -1              -1          -1
     7      40       -1            -1          -1          -1        -1          -1      -1              -1          -1
     7      41       -1            -1          -1          -1        -1          -1      -1              -1          -1
     7      42       -1            -1          -1          -1        -1          -1      -1              -1          -1
     7      43       -1            -1          -1          -1        -1          -1      -1              -1          -1
}
{13  7   16  20  -1   -1
    55      79       -1            -1          -1          -1        -1          -1      -1              -1          -1
     7      38       -1            -1          -1          -1        -1          -1      -1              -1          -1
     7      39       -1            -1          -1          -1        -1          -1      -1              -1          -1
     7      40       -1            -1          -1          -1        -1          -1      -1              -1          -1
     7      41       -1            -1          -1          -1        -1          -1      -1              -1          -1
     7      42       -1            -1          -1          -1        -1          -1      -1              -1          -1
     7      43       -1            -1          -1          -1        -1          -1      -1              -1          -1
}
{14   7   16  20  -1   -1
    55      79       -1            -1          -1          -1        -1          -1      -1              -1          -1
     7      38       -1            -1          -1          -1        -1          -1      -1              -1          -1
     7      39       -1            -1          -1          -1        -1          -1      -1              -1          -1
     7      40       -1            -1          -1          -1        -1          -1      -1              -1          -1
     7      41       -1            -1          -1          -1        -1          -1      -1              -1          -1
     7      42       -1            -1          -1          -1        -1          -1      -1              -1          -1
     7      43       -1            -1          -1          -1        -1          -1      -1              -1          -1
}
// Stack Owner  Min Units   Max Units    Power Min   Power Max
//  Owner   Kind    Min Number    Max Number  MoveType    Statistic Stat Value  Weapon  Weapon Value    Resource    Resource Value
{15  7   16  20  -1   -1
    55      79       -1            -1          -1          -1        -1          -1      -1              -1          -1
     7      38       -1            -1          -1          -1        -1          -1      -1              -1          -1
     7      39       -1            -1          -1          -1        -1          -1      -1              -1          -1
     7      40       -1            -1          -1          -1        -1          -1      -1              -1          -1
     7      41       -1            -1          -1          -1        -1          -1      -1              -1          -1
     7      42       -1            -1          -1          -1        -1          -1      -1              -1          -1
     7      43       -1            -1          -1          -1        -1          -1      -1              -1          -1
}
{16  7   16  20  -1   -1
    55      79       -1            -1          -1          -1        -1          -1      -1              -1          -1
     7      38       -1            -1          -1          -1        -1          -1      -1              -1          -1
     7      39       -1            -1          -1          -1        -1          -1      -1              -1          -1
     7      40       -1            -1          -1          -1        -1          -1      -1              -1          -1
     7      41       -1            -1          -1          -1        -1          -1      -1              -1          -1
     7      42       -1            -1          -1          -1        -1          -1      -1              -1          -1
     7      43       -1            -1          -1          -1        -1          -1      -1              -1          -1
}
{17  7   16  20  -1   -1
    55      79       -1            -1          -1          -1        -1          -1      -1              -1          -1
     7      38       -1            -1          -1          -1        -1          -1      -1              -1          -1
     7      39       -1            -1          -1          -1        -1          -1      -1              -1          -1
     7      40       -1            -1          -1          -1        -1          -1      -1              -1          -1
     7      41       -1            -1          -1          -1        -1          -1      -1              -1          -1
     7      42       -1            -1          -1          -1        -1          -1      -1              -1          -1
     7      43       -1            -1          -1          -1        -1          -1      -1              -1          -1
}
{18  7   16  20  -1   -1
    55      79       -1            -1          -1          -1        -1          -1      -1              -1          -1
     7      38       -1            -1          -1          -1        -1          -1      -1              -1          -1
     7      39       -1            -1          -1          -1        -1          -1      -1              -1          -1
     7      40       -1            -1          -1          -1        -1          -1      -1              -1          -1
     7      41       -1            -1          -1          -1        -1          -1      -1              -1          -1
     7      42       -1            -1          -1          -1        -1          -1      -1              -1          -1
     7      43       -1            -1          -1          -1        -1          -1      -1              -1          -1
}
{19 13   10  12  -1   -1
     8      30       -1            -1          -1          -1        -1          -1      -1              -1          -1
     8      32       -1            -1          -1          -1        -1          -1      -1               1           1
     8      33       -1            -1          -1          -1        -1          -1      -1              -1          -1
     8      34       -1            -1          -1          -1        -1          -1      -1              -1          -1
     8      35       -1            -1          -1          -1        -1          -1      -1              -1          -1
     8      36       -1            -1          -1          -1        -1          -1      -1              -1          -1
}
// Stack Owner  Min Units   Max Units    Power Min   Power Max
//  Owner   Kind    Min Number    Max Number  MoveType    Statistic Stat Value  Weapon  Weapon Value    Resource    Resource Value
{20   13   10  12  -1   -1
     8      30       -1            -1          -1          -1        -1          -1      -1              -1          -1
     8      32       -1            -1          -1          -1        -1          -1      -1               1           1
     8      33       -1            -1          -1          -1        -1          -1      -1              -1          -1
     8      34       -1            -1          -1          -1        -1          -1      -1              -1          -1
     8      35       -1            -1          -1          -1        -1          -1      -1              -1          -1
     8      36       -1            -1          -1          -1        -1          -1      -1              -1          -1
}
{21   13   10  12  -1   -1
     8      30       -1            -1          -1          -1        -1          -1      -1              -1          -1
     8      32       -1            -1          -1          -1        -1          -1      -1               1           1
     8      33       -1            -1          -1          -1        -1          -1      -1              -1          -1
     8      34       -1            -1          -1          -1        -1          -1      -1              -1          -1
     8      35       -1            -1          -1          -1        -1          -1      -1              -1          -1
     8      36       -1            -1          -1          -1        -1          -1      -1              -1          -1
}
{22  13   10  12  -1   -1
     8      30       -1            -1          -1          -1        -1          -1      -1              -1          -1
     8      32       -1            -1          -1          -1        -1          -1      -1               1           1
     8      33       -1            -1          -1          -1        -1          -1      -1              -1          -1
     8      34       -1            -1          -1          -1        -1          -1      -1              -1          -1
     8      35       -1            -1          -1          -1        -1          -1      -1              -1          -1
     8      36       -1            -1          -1          -1        -1          -1      -1              -1          -1
}
{23   13   10  12  -1   -1
     8      30       -1            -1          -1          -1        -1          -1      -1              -1          -1
     8      32       -1            -1          -1          -1        -1          -1      -1               1           1
     8      33       -1            -1          -1          -1        -1          -1      -1              -1          -1
     8      34       -1            -1          -1          -1        -1          -1      -1              -1          -1
     8      35       -1            -1          -1          -1        -1          -1      -1              -1          -1
     8      36       -1            -1          -1          -1        -1          -1      -1              -1          -1
}
{24  13   10  12  -1   -1
     8      30       -1            -1          -1          -1        -1          -1      -1              -1          -1
     8      32       -1            -1          -1          -1        -1          -1      -1               1           1
     8      33       -1            -1          -1          -1        -1          -1      -1              -1          -1
     8      34       -1            -1          -1          -1        -1          -1      -1              -1          -1
     8      35       -1            -1          -1          -1        -1          -1      -1              -1          -1
     8      36       -1            -1          -1          -1        -1          -1      -1              -1          -1
}
// Stack Owner  Min Units   Max Units    Power Min   Power Max
//  Owner   Kind    Min Number    Max Number  MoveType    Statistic Stat Value  Weapon  Weapon Value    Resource    Resource Value
{25   13   10  12  -1   -1
     8      30       -1            -1          -1          -1        -1          -1      -1              -1          -1
     8      32       -1            -1          -1          -1        -1          -1      -1               1           1
     8      33       -1            -1          -1          -1        -1          -1      -1              -1          -1
     8      34       -1            -1          -1          -1        -1          -1      -1              -1          -1
     8      35       -1            -1          -1          -1        -1          -1      -1              -1          -1
     8      36       -1            -1          -1          -1        -1          -1      -1              -1          -1
}
{26  13   10  12  -1   -1
     8      30       -1            -1          -1          -1        -1          -1      -1              -1          -1
     8      32       -1            -1          -1          -1        -1          -1      -1               1           1
     8      33       -1            -1          -1          -1        -1          -1      -1              -1          -1
     8      34       -1            -1          -1          -1        -1          -1      -1              -1          -1
     8      35       -1            -1          -1          -1        -1          -1      -1              -1          -1
     8      36       -1            -1          -1          -1        -1          -1      -1              -1          -1
}
{27  13   10  12  -1   -1
     8      36       -1            -1          -1          -1        -1          -1      -1              -1          -1
     8      35       -1            -1          -1          -1        -1          -1      -1               1           1
     8      34       -1            -1          -1          -1        -1          -1      -1              -1          -1
     8      33       -1            -1          -1          -1        -1          -1      -1              -1          -1
     8      32       -1            -1          -1          -1        -1          -1      -1              -1          -1
     8      30       -1            -1          -1          -1        -1          -1      -1              -1          -1
}
{28  13   10  12  -1   -1
     8      36       -1            -1          -1          -1        -1          -1      -1              -1          -1
     8      35       -1            -1          -1          -1        -1          -1      -1               1           1
     8      34       -1            -1          -1          -1        -1          -1      -1              -1          -1
     8      33       -1            -1          -1          -1        -1          -1      -1              -1          -1
     8      32       -1            -1          -1          -1        -1          -1      -1              -1          -1
     8      30       -1            -1          -1          -1        -1          -1      -1              -1          -1
}
{29	13	8	 12	-1	-1						
	13	142	0	-1	-1	-1	-1	-1	-1	-1	-1
	13	142	0	-1	-1	-1	-1	-1	-1	-1	-1
	13	142	0	-1	-1	-1	-1	-1	-1	-1	-1
}		
{30	13	8	 12	-1	-1						
	13	142	0	-1	-1	-1	-1	-1	-1	-1	-1
	13	142	0	-1	-1	-1	-1	-1	-1	-1	-1
	13	142	0	-1	-1	-1	-1	-1	-1	-1	-1
}													
{31	13	8	 12	-1	-1						
	13	142	0	-1	-1	-1	-1	-1	-1	-1	-1
	13	142	0	-1	-1	-1	-1	-1	-1	-1	-1
	13	142	0	-1	-1	-1	-1	-1	-1	-1	-1
}			
